Invoice ID,Branch,City,Customer Type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Payment,Rating
INV-00476,A,Mandalay,Member,Male,Sports and travel,94.66,2,9.47,198.79,2022-12-22,Credit card,8.8
INV-00477,B,Mandalay,Member,Female,Electronic accessories,33.34,4,6.67,140.03,2022-01-21,Cash,9.3
INV-00478,A,Mandalay,Normal,Female,Food and beverages,48.67,8,19.47,408.83,2022-09-09,Cash,4.8
INV-00479,C,Naypyitaw,Normal,Female,Home and lifestyle,88.55,6,26.56,557.86,2022-08-23,Credit card,5.2
INV-00480,A,Naypyitaw,Member,Male,Sports and travel,85.77,1,4.29,90.06,2022-08-15,Cash,5.3
INV-00481,B,Yangon,Member,Male,Food and beverages,26.75,4,5.35,112.35,2022-01-13,Ewallet,8.1
INV-00482,B,Mandalay,Normal,Female,Health and beauty,82.24,1,4.11,86.35,2022-11-09,Cash,7.6
INV-00483,B,Yangon,Normal,Male,Health and beauty,51.24,2,5.12,107.6,2022-02-18,Ewallet,7.7
INV-00484,A,Yangon,Normal,Male,Health and beauty,53.47,5,13.37,280.72,2022-04-28,Cash,9.6
INV-00485,B,Yangon,Member,Female,Health and beauty,22.01,8,8.8,184.88,2022-02-23,Credit card,8.7
INV-00486,B,Yangon,Normal,Female,Home and lifestyle,17.25,8,6.9,144.9,2022-05-18,Cash,4.8
INV-00487,A,Mandalay,Member,Female,Sports and travel,75.51,3,11.33,237.86,2022-02-22,Cash,6.1
INV-00488,C,Yangon,Normal,Female,Fashion accessories,54.68,4,10.94,229.66,2022-02-13,Cash,6.6
INV-00489,A,Mandalay,Member,Male,Electronic accessories,49.32,6,14.8,310.72,2022-10-30,Credit card,6.4
INV-00490,B,Mandalay,Normal,Male,Home and lifestyle,75.66,3,11.35,238.33,2022-02-22,Cash,8.0
INV-00491,B,Naypyitaw,Normal,Female,Home and lifestyle,78.9,2,7.89,165.69,2022-03-15,Credit card,9.4
INV-00492,A,Mandalay,Normal,Male,Fashion accessories,24.3,6,7.29,153.09,2022-02-15,Ewallet,5.8
INV-00493,C,Naypyitaw,Normal,Female,Fashion accessories,64.92,5,16.23,340.83,2022-01-13,Cash,7.3
INV-00494,B,Mandalay,Normal,Female,Electronic accessories,22.18,5,5.54,116.44,2022-06-14,Credit card,8.7
INV-00495,B,Mandalay,Member,Male,Electronic accessories,77.62,5,19.4,407.51,2022-04-12,Credit card,6.5
INV-00496,B,Mandalay,Normal,Female,Fashion accessories,69.13,5,17.28,362.93,2022-10-07,Cash,5.0
INV-00497,A,Naypyitaw,Normal,Male,Health and beauty,96.1,3,14.42,302.71,2022-09-15,Ewallet,6.8
INV-00498,B,Naypyitaw,Normal,Male,Home and lifestyle,16.21,7,5.67,119.14,2023-04-15,Credit card,4.3
INV-00499,C,Yangon,Member,Male,Food and beverages,15.13,6,4.54,95.32,2022-12-03,Cash,9.7
